Symbol,EntryDate,EntryPrice,StopPrice,PlannedExitDate,ExitDate,ExitPrice,Reason,PnL
ITC.NS,2023-08-08,411.3994030452977,399.56614686196474,2023-08-16,2023-08-16,405.3229064941406,TIME_EXIT,-0.014770309597381681
ITC.NS,2023-08-17,405.0978292949212,392.87305515278786,2023-08-24,2023-08-24,405.9080505371094,TIME_EXIT,0.002000063154123488
ITC.NS,2023-08-25,405.90803936819486,394.7805820581439,2023-09-01,2023-08-31,394.7805820581439,STOP_ATR,-0.027413739642533574
ITC.NS,2023-09-01,396.0956779898854,385.8648126353943,2023-09-08,2023-09-08,398.4812622070313,TIME_EXIT,0.006022747406011275
ITC.NS,2023-10-04,395.8706091526373,386.105873630587,2023-10-11,2023-10-11,403.5224914550781,TIME_EXIT,0.019329250834811074
ITC.NS,2023-10-23,394.29521421317946,384.83626786194196,2023-10-31,2023-10-25,384.83626786194196,STOP_ATR,-0.023989503322055072
ITC.NS,2023-10-26,386.6883714565521,376.87175030495143,2023-11-02,2023-11-02,388.1287841796875,TIME_EXIT,0.003724996222952859
ITC.NS,2024-01-29,410.4091679616553,398.08339004797597,2024-02-05,2024-01-30,398.08339004797597,STOP_ATR,-0.03003290100680933
INFY.NS,2024-03-27,1408.4612802603947,1362.7781615597582,2024-04-04,2024-04-04,1399.7054443359375,TIME_EXIT,-0.006216596826033038
ITC.NS,2024-10-09,474.5230030796613,461.4295881614198,2024-10-16,2024-10-10,461.4295881614198,STOP_ATR,-0.027592792832518143
ITC.NS,2024-10-11,458.8855300627704,446.36842094336566,2024-10-18,2024-10-18,446.36842094336566,STOP_ATR,-0.027277192893165547
ITC.NS,2024-10-21,453.0214708169555,440.52956449247523,2024-10-28,2024-10-24,440.52956449247523,STOP_ATR,-0.027574645197175784
ITC.NS,2024-10-25,442.8756969116362,429.33237852022637,2024-11-01,2024-11-01,456.3723754882813,TIME_EXIT,0.030475094187292884
ITC.NS,2024-11-05,449.5309522164633,436.7503096962935,2024-11-12,2024-11-12,440.1298828125,TIME_EXIT,-0.020913063622449712
ITC.NS,2024-11-14,438.5940712100893,426.8303951962775,2024-11-25,2024-11-21,426.8303951962775,STOP_ATR,-0.02682132930195702
ITC.NS,2024-12-04,441.5726121335174,428.23165346831274,2024-12-11,2024-12-11,433.0557556152344,TIME_EXIT,-0.01928755607629895
ITC.NS,2024-12-12,433.2884775471648,421.2277327914817,2024-12-19,2024-12-13,421.2277327914817,STOP_ATR,-0.027835369230122864
