threshold,top_k,round_trip_cost,exit_threshold,trend_filter,CAGR,Sharpe,MaxDrawdown,TotalReturn,Days,Score
0.52,5,0.001,0.48,False,0.1553886016202013,0.7537357103230777,-0.39240824281470066,1.4558031497538675,2272,0.4864256965573776
0.54,3,0.0005,0.52,False,0.13145110170906227,0.6909758488508521,-0.3118965053818681,1.1559361982889738,2272,0.4808939750580762
0.56,5,0.0005,0.52,False,0.07079173948771644,0.6195955378456691,-0.20578933710270297,0.5303013750204211,2272,0.47620159000982165
0.5,5,0.001,0.5,False,0.15221769155321097,0.7368206395148206,-0.3833974848444768,1.4141778592800596,2272,0.4757679591052024
0.54,3,0.002,0.48,False,0.12287472606105476,0.6563209663227649,-0.27409825881478944,1.0562726961367424,2272,0.47390477708924983
0.58,5,0.002,0.48,True,0.05165871474786199,0.5575454854689029,-0.12555344317705197,0.36794959690040185,2272,0.47260034535161993
0.5,3,0.001,0.5,True,0.16133637739688833,0.7703350719883413,-0.4434840048657134,1.5355065339165335,2272,0.463948781314837
0.51,3,0.0005,0.5,True,0.15916019629427391,0.7687379145386115,-0.4409730959774413,1.5060964644233192,2272,0.4637074966449406
0.58,3,0.0005,0.48,True,0.050590824276040225,0.5490565762096841,-0.12937739992795494,0.35933194171737837,2272,0.4607319035501322
0.53,1,0.0005,0.48,True,0.229340652236232,0.8263910552989232,-0.5487324470473827,2.6124093014315686,2272,0.4562072933318867
0.5,3,0.002,0.5,False,0.16418174575196787,0.7268145190607244,-0.40569692383509415,1.5743968426198114,2272,0.4515115037182394
0.54,5,0.001,0.48,True,0.11006294500670322,0.6802517191255988,-0.32900502541930987,0.9146090615854905,2272,0.45006658229216184
0.55,5,0.0005,0.5,False,0.09870740060477612,0.6412252794887329,-0.27696446529052143,0.7959844807549037,2272,0.4492659274377485
0.54,1,0.001,0.48,False,0.22940571061292925,0.7978339404950915,-0.5238872008915774,2.613598641432011,2272,0.44754589296570835
0.52,1,0.001,0.48,True,0.22099644859085488,0.7995001872711017,-0.5241784131057101,2.4625654980099014,2272,0.44645639136379006
0.57,5,0.0005,0.5,False,0.054795871276649866,0.5796356871989676,-0.18978331367136647,0.39353145913769505,2272,0.4442477976448694
0.56,5,0.002,0.5,False,0.07206235690887453,0.6044138028725545,-0.22732553825846913,0.5416319034950767,2272,0.44417207933844155
0.54,1,0.002,0.48,True,0.1699538114767889,0.7454736653792797,-0.44924689367840076,1.6548285504183275,2272,0.4370622938795957
0.56,3,0.002,0.5,False,0.08259963874507692,0.610336740525556,-0.24843027171761167,0.6383394296523655,2272,0.4363724147749898
0.5,5,0.001,0.52,False,0.12902169046917633,0.6644324865277729,-0.33400865235609,1.1273019508160274,2272,0.43593207178365373
0.51,3,0.002,0.48,False,0.16112874487770923,0.6884595485202555,-0.37677830931077616,1.5326880373457952,2272,0.43537552453494727
0.53,1,0.001,0.48,False,0.2599440504009163,0.8462944452496081,-0.6145848467640731,3.209443415692072,2272,0.4326097829586244
0.57,3,0.0005,0.48,False,0.059865315415601694,0.5767512594443411,-0.20341506570620982,0.43571835672380654,2272,0.4319788015040538
0.54,3,0.001,0.48,True,0.10359292755248006,0.62343878211313,-0.2795739030383829,0.8462410636066424,2272,0.43085753794816767
0.56,3,0.0005,0.5,True,0.07487236499493455,0.5835720120954833,-0.22743891199336574,0.5669399365597869,2272,0.424082591999271
0.53,3,0.0005,0.48,False,0.1391538855338723,0.6555165866490025,-0.3421385593404267,1.2488731775139055,2272,0.42355190483682276
0.54,5,0.0005,0.5,True,0.10739990065069938,0.6618983675148818,-0.3386054405512853,0.8862161338386705,2272,0.4232339852690635
0.56,3,0.0005,0.52,True,0.07021271722068212,0.5730184591885629,-0.2217272577300965,0.52516126546799,2272,0.4167004681706903
0.52,3,0.001,0.5,True,0.1310172280427604,0.6653192980163072,-0.3622195899602486,1.150798757492331,2272,0.4148487944609364
0.54,5,0.001,0.52,False,0.0971441578555774,0.6095625217782366,-0.28313649743530467,0.7801482285796224,2272,0.41219657118666597
0.55,5,0.0005,0.5,True,0.08266155199437542,0.5741666873041948,-0.23643836541752028,0.6389223410338556,2272,0.40981446056849125
0.52,3,0.0005,0.52,False,0.15859607018807576,0.6958330572176176,-0.4174523918224079,1.4985194699979933,2272,0.40944996481611395
0.57,5,0.001,0.48,False,0.05293179798464909,0.5522938650999835,-0.20011441599323831,0.37828298193464605,2272,0.4080818717007876
0.56,3,0.001,0.52,False,0.07679007781703762,0.5787269543212665,-0.24348989451571001,0.5844110254468391,2272,0.40697206205380976
0.54,5,0.002,0.48,False,0.09396475279160033,0.5814991434032981,-0.25693982058592857,0.7483009463885972,2272,0.40413671277203533
0.58,3,0.001,0.48,True,0.04566041244841568,0.5012230952660741,-0.13950718279001484,0.32013286484359926,2272,0.403315472768587
0.51,3,0.002,0.5,False,0.15530605648374274,0.6717438213004358,-0.39924786749807584,1.4547119755810645,2272,0.39893734424709787
0.57,5,0.0005,0.48,True,0.056466621978897624,0.5183920977639168,-0.1716820457301237,0.4073185920961706,2272,0.39798644777348713
0.56,5,0.0005,0.52,True,0.06570013411130393,0.550998731496641,-0.21860277769102643,0.48559626159637115,2272,0.3958265495772111
0.51,1,0.0005,0.48,False,0.2732725872229589,0.8108553009392006,-0.6291352021423259,3.4942030763162624,2272,0.38952891539222745
0.5,1,0.0005,0.48,False,0.24676323723778015,0.7858809928567719,-0.5942014948806156,2.9428879025386725,2272,0.38454876812361344
0.55,5,0.001,0.48,False,0.09194308556929487,0.6004791165917206,-0.30476407490470225,0.7283002035037853,2272,0.3842507823387472
0.56,5,0.002,0.5,True,0.06412759093689502,0.5426377663674592,-0.22249855424811893,0.4720126898345607,2272,0.3838772002500326
0.53,3,0.0005,0.48,True,0.12287693772186659,0.6363951006601855,-0.36177167322140125,1.0562978896224848,2272,0.3838408433996245
0.52,1,0.002,0.48,False,0.24053232492076848,0.7830300306726119,-0.5909594637363054,2.821901164368924,2272,0.3824221571597981
0.51,3,0.001,0.52,False,0.13772972879851864,0.6302003100788706,-0.36232811559649825,1.2314414096715387,2272,0.3816567362412276
0.54,3,0.0005,0.52,True,0.1009353532024766,0.6134031247184376,-0.32936276871110814,0.818758713110455,2272,0.3801935157102941
0.5,3,0.002,0.48,True,0.14373204720050703,0.6946023095737512,-0.44847390310052726,1.305686404572329,2272,0.3789428012534815
0.54,1,0.0005,0.5,False,0.2020787636883814,0.7329110695754729,-0.5231722274782071,2.142060368564245,2272,0.3749969166994216
0.53,1,0.001,0.48,True,0.2020679148635829,0.7541158112392409,-0.550646980840416,2.1418839792923916,2272,0.3742186010259829
0.58,5,0.002,0.48,False,0.042192582368223874,0.47610546054696046,-0.14580682797325728,0.2931340493095398,2272,0.37211777287882175
0.54,1,0.0005,0.52,False,0.20349469302098533,0.7290514580142318,-0.5231722274782074,2.1651531743321906,2272,0.3715620839379615
0.51,5,0.001,0.52,False,0.11587463725019687,0.6001406093761994,-0.3314140086194184,0.9778198524231478,2272,0.36977179365572377
0.56,5,0.001,0.52,False,0.05786875534353486,0.5205444463241978,-0.21703076914445174,0.41897725567222355,2272,0.3642804576116969
0.5,3,0.002,0.52,True,0.12006080130445329,0.6259247653519293,-0.3738216856466663,1.024427793571181,2272,0.3628856572259322
0.54,1,0.002,0.5,True,0.15120780009364165,0.6767857976399589,-0.44924689367840076,1.4010457633942202,2272,0.36275062272533076
0.56,3,0.002,0.48,True,0.06372086809231736,0.5048180300234029,-0.20258574050237665,0.46851644963783934,2272,0.36186569804919677
0.57,3,0.001,0.48,False,0.05188439411095325,0.5091962833539768,-0.21015986097670192,0.3697766387207173,2272,0.3566337128059013
0.54,5,0.001,0.52,True,0.09652908427585727,0.6179892256945706,-0.36529201875444106,0.7739495063674711,2272,0.35471433597377494
0.51,5,0.001,0.5,True,0.10839525938170702,0.6085357994053072,-0.36306034824651334,0.896786832780518,2272,0.3506060986226086
0.53,1,0.0005,0.5,True,0.1864971356119638,0.7295435294766974,-0.5487324470473827,1.8971322482074942,2272,0.3465067125223804
0.57,5,0.001,0.5,False,0.045254955527141094,0.4899226033046451,-0.1970370457537125,0.31695196304961626,2272,0.34586945335981745
0.56,3,0.001,0.5,True,0.06463607804624338,0.5158651724455081,-0.23742092572299855,0.4763935320154049,2272,0.3453192552809823
0.55,5,0.001,0.48,True,0.08047242746120098,0.5578720783015177,-0.3006467697945685,0.6184172078330177,2272,0.3414963907042232
0.52,1,0.0005,0.5,False,0.22462636937567315,0.7493371810419366,-0.5942014948806157,2.5270967276236282,2272,0.34136389595014593
0.54,3,0.001,0.52,False,0.10213236679688165,0.5673784433556996,-0.32508857216808906,0.8310943936311226,2272,0.3379472956602929
0.5,3,0.001,0.52,False,0.11598511694962643,0.5740519809109068,-0.3407911327065324,0.9790382363103529,2272,0.3362146098305689
0.52,3,0.002,0.48,True,0.11176309860927391,0.5904425453837591,-0.36451856574248276,0.932922725112993,2272,0.33235662237255503
0.56,3,0.001,0.52,True,0.059424312778653565,0.49763909545866575,-0.2319751721683967,0.4320063718223137,2272,0.3298862515575445
0.58,3,0.0005,0.48,False,0.04450404596209068,0.4760518091863329,-0.20504580909887926,0.3110778929573006,2272,0.3253663756958567
0.54,1,0.002,0.48,False,0.1856989312155224,0.688887911345399,-0.525314467797227,1.885029854373454,2272,0.32434601647227407
0.53,5,0.0005,0.48,True,0.09385793524803798,0.5457158566558724,-0.31422637777914353,0.7472393416065886,2272,0.322492135006969
0.51,1,0.001,0.48,False,0.2420254390860681,0.749482720578095,-0.630800967619063,2.850605470590444,2272,0.31744957820866493
0.54,1,0.001,0.5,False,0.1803359392442203,0.6776530833924309,-0.5238872008915776,1.8048110476376973,2272,0.31264410445243485
0.58,5,0.0005,0.5,False,0.037150311439306805,0.4325622958788184,-0.1648213457788359,0.25470513679161844,2272,0.3118503126875417
0.53,5,0.0005,0.5,False,0.10731625268704392,0.5726589486224413,-0.3674543389988727,0.8853300499818064,2272,0.31089035322945624
0.55,5,0.001,0.5,False,0.0767543323925104,0.5225283791761187,-0.29482288988755,0.584083882364306,2272,0.30969636698383185
0.54,1,0.001,0.52,False,0.18049159575276996,0.6718851053528726,-0.5238872008915771,1.8071126635969135,2272,0.3069228233654419
0.57,5,0.001,0.48,True,0.0469105938345431,0.44291153176615816,-0.18808993186588785,0.32998144415349295,2272,0.3065127644238108
0.5,1,0.001,0.48,False,0.2161666501781574,0.7194217303866426,-0.5972347322849544,2.378242030817367,2272,0.3064839396121263
0.51,1,0.0005,0.5,False,0.21465417365169204,0.7173495697216741,-0.5942014948806156,2.3521928057089867,2272,0.30638462591268917
0.59,5,0.0005,0.48,False,0.0313394870171988,0.39872917266494323,-0.1285216485205214,0.21161197800622,2272,0.30531369995368574
0.54,3,0.0005,0.5,True,0.08469076304839507,0.5279608540431422,-0.3105654862662782,0.6581238809880618,2272,0.30491569394463813
0.5,5,0.002,0.48,True,0.10126663557274762,0.5660421325282791,-0.36560492279308443,0.8221657027782283,2272,0.3039381849656358
0.52,5,0.002,0.48,True,0.08317568902848294,0.4986471483066828,-0.2809737607583379,0.6437696533421915,2272,0.29882084640855733
0.56,5,0.001,0.52,True,0.0536855358566255,0.46469594789626584,-0.232163313460781,0.38443175027949117,2272,0.29507095788462867
0.53,5,0.0005,0.48,False,0.10185353252569684,0.5497157278981012,-0.3674543389988727,0.8282146459101136,2272,0.28630831645671206
0.58,3,0.002,0.48,True,0.03586523785677098,0.4056706794646687,-0.1628656031324115,0.24506592156732365,2272,0.28613776831577087
0.55,3,0.0005,0.48,False,0.08650376539146776,0.5358598327910586,-0.34664363102164664,0.6754388836910226,2272,0.28449605759118163
0.56,1,0.0005,0.48,False,0.10153367458921592,0.5698701415830917,-0.39668495341805543,0.8249158952770155,2272,0.2829822812254121
0.53,3,0.001,0.48,False,0.10478333329989442,0.5313405206109311,-0.35193648698751145,0.8586637498499508,2272,0.28122633101089023
0.54,5,0.001,0.5,True,0.08278886562578713,0.5362423226425391,-0.35671351817215613,0.6401215420121029,2272,0.2757081677925504
0.59,3,0.0005,0.48,False,0.0299467291274913,0.37543466291564837,-0.13665196557387105,0.2014699453221076,2272,0.2750971091947989
0.53,1,0.002,0.48,False,0.20347826058447227,0.7132706244975033,-0.6252346648853584,2.1648843583163653,2272,0.27412637076455837
0.51,3,0.001,0.5,True,0.11419661780235058,0.5944585963145936,-0.4434840048657134,0.9593916907908737,2272,0.27393037776272805
0.52,1,0.002,0.48,True,0.16440131762611832,0.6474793942423839,-0.532672892867019,1.5774186259921832,2272,0.2706614752366041
0.51,1,0.0005,0.48,True,0.17205991425163458,0.6700874397807185,-0.5660604965256464,1.6846965714328865,2272,0.2688570168356918
0.58,3,0.001,0.48,False,0.03889188184486425,0.42362823236606045,-0.20861640208705046,0.2678683814980629,2272,0.2684026752498794
0.56,1,0.0005,0.5,True,0.08658379982823616,0.5279251506758887,-0.35712000525891274,0.6762067327457046,2272,0.26820428641722943
0.56,1,0.0005,0.5,False,0.09621963500572872,0.5471673928673212,-0.3901189728629124,0.7708377272402813,2272,0.26393810507870985
0.52,3,0.002,0.5,False,0.11979334652572926,0.561034424151584,-0.41752410166466236,1.02142269669427,2272,0.2629531467775728
0.52,1,0.001,0.5,False,0.19476516789322318,0.6811948204158721,-0.5972347322849545,2.025019358250059,2272,0.2618365849558754
0.56,1,0.0005,0.48,True,0.08231988184164951,0.5144951437963712,-0.34736028296893695,0.6357076956399159,2272,0.2613028819737165
0.53,1,0.001,0.5,True,0.15989503692751073,0.6533677680500141,-0.550646980840416,1.515995303615393,2272,0.2608186944559344
0.52,3,0.002,0.48,False,0.10969612368261039,0.5306895486345004,-0.3795504202320482,0.9106769068814438,2272,0.2599580495536449
0.54,3,0.002,0.5,False,0.07605817768741985,0.45624236908424054,-0.2774778332212464,0.5777239491236161,2272,0.25707755581346936
