Date,Equity
2019-10-25,0.9995
2019-10-29,1.0083860389687147
2019-10-30,1.0108905168309734
2019-10-31,0.9999750382136806
2019-11-01,0.9991426722630202
2019-11-04,1.014300454991881
2019-11-05,1.0155600776842333
2019-11-06,1.017986125814353
2019-11-07,1.0184170200133353
2019-11-08,0.9977027869724334
2019-11-11,0.9988629938807487
2019-11-13,0.9807277735871746
2019-11-14,0.9898901521041396
2019-11-15,0.9989374937770569
2019-11-18,1.0039448587130757
2019-11-19,1.0052216951467017
2019-11-20,1.0205290381815673
2019-11-21,1.0126573864097084
2019-11-22,1.0063187968370941
2019-11-25,1.0078996090434296
2019-11-26,1.006992425906527
2019-11-27,1.0125443081300527
2019-11-28,1.0112201441452113
2019-11-29,1.0074890970856265
2019-12-02,1.0117749979574544
2019-12-03,1.002110136690375
2019-12-04,1.0088604643648778
2019-12-05,0.9924888927197633
2019-12-06,0.9807087639471931
2019-12-09,0.9901107863992289
2019-12-10,0.972743508859013
2019-12-11,0.9853923427751725
2019-12-12,0.9903445591090199
2019-12-13,0.9877816285018938
2019-12-16,0.9943632458687668
2019-12-17,0.9948706358283086
2019-12-18,1.0036314592485625
2019-12-19,1.004553030034616
2019-12-20,1.0074070549712695
2019-12-23,1.0077765781511017
2019-12-24,0.9910547536890566
2019-12-26,0.9944102230463269
2019-12-27,1.0065543242771209
2019-12-30,1.0145090195714694
2019-12-31,1.0155320801293781
2020-01-01,1.0109581439660191
2020-01-02,1.0309789177406568
2020-01-03,1.0311431520326495
2020-01-06,1.0112150900525747
2020-01-07,1.0233772371337848
2020-01-08,1.0271533314367725
2020-01-09,1.0279392948063224
2020-01-10,1.0330455499583158
2020-01-13,1.0430997027838609
2020-01-14,1.0510037087844732
2020-01-15,1.0583356283885765
2020-01-16,1.0624771394064594
2020-01-17,1.063812403138368
2020-01-20,1.0573284211742116
2020-01-21,1.0521584476294996
2020-01-22,1.0517442084781814
2020-01-23,1.056524531559882
2020-01-24,1.0638099787556632
2020-01-27,1.0538974002688501
2020-01-28,1.0526343850690412
2020-01-29,1.0482374119464999
2020-01-30,1.027216095376842
2020-01-31,1.0082266708698349
2020-02-03,0.9855804814227959
2020-02-04,1.0094389104810146
2020-02-05,1.0097752996162745
2020-02-06,1.0179482477019282
2020-02-07,1.0315611638045212
2020-02-10,1.0337402329140049
2020-02-11,1.0347350259935282
2020-02-12,1.0373692381838095
2020-02-13,1.0519699031828045
2020-02-14,1.0517556864114264
2020-02-17,1.0498491778731667
2020-02-18,1.0446200997529742
2020-02-19,1.0636328559009884
2020-02-20,1.068497978437915
2020-02-24,1.0356532459227155
2020-02-25,1.0307766842617119
2020-02-26,1.0231890964899533
2020-02-27,1.0190739647931464
2020-02-28,0.9782857424173499
2020-03-02,0.9732267219391759
2020-03-03,0.9856621935996888
2020-03-04,0.981330432946987
2020-03-05,0.9696478970644377
2020-03-06,0.9455663373463042
2020-03-09,0.8993645144548088
2020-03-11,0.892901529425616
2020-03-12,0.7950056602278759
2020-03-13,0.794608157397762
2020-03-16,0.7556743167256992
2020-03-17,0.7495371407978985
2020-03-18,0.6919326272895377
2020-03-19,0.6814670788147789
2020-03-20,0.745915558018078
2020-03-23,0.6916979391226633
2020-03-24,0.7171731288303554
2020-03-25,0.7379909723320789
2020-03-26,0.7583652862753267
2020-03-27,0.7411515662200373
2020-03-30,0.74219987983196
2020-03-31,0.7712339760144667
2020-04-01,0.7448854981374486
2020-04-03,0.7374087265104119
2020-04-07,0.836152337937378
2020-04-08,0.8539491699193344
2020-04-09,0.8672968206912013
2020-04-13,0.8712640806449375
2020-04-15,0.8971478052789973
2020-04-16,0.911027844563784
2020-04-17,0.8949940706121383
2020-04-20,0.8859443389626933
2020-04-21,0.8985038888927426
2020-04-22,0.9113885109348039
2020-04-23,0.9137450782599738
2020-04-24,0.9245898203115621
2020-04-27,0.9465851601047821
2020-04-28,0.9310142789074639
2020-04-29,0.927737952849637
2020-04-30,0.9384847721160426
2020-05-04,0.9327717850816596
2020-05-05,0.9075494272192448
2020-05-06,0.9152157453067572
2020-05-07,0.896664563761189
2020-05-08,0.9071180882794557
2020-05-11,0.9136255271081304
2020-05-12,0.9231916608368295
2020-05-13,0.9174085878356099
2020-05-14,0.9121990230643024
2020-05-15,0.9211963212732488
2020-05-18,0.9269538897841488
2020-05-19,0.957500690756329
2020-05-20,0.9643753600089057
2020-05-21,0.9603309778005258
2020-05-22,0.9771927049145478
2020-05-26,0.9522808920156249
2020-05-27,0.9618725802801011
2020-05-28,0.9695428062432343
2020-05-29,0.9783255746685217
2020-06-01,0.9846940638557142
2020-06-02,0.9831762919851853
2020-06-03,0.9797804930091203
2020-06-04,1.0130355258726957
2020-06-05,1.0125290081097595
2020-06-08,1.0116093009093583
2020-06-09,0.9993269957630672
2020-06-10,0.9863166585354889
