Date,Close,High,Low,Open,Volume
2016-01-01,197.4102325439453,200.21643919636176,195.5344375695503,198.02719684098923,444880
2016-01-04,194.99208068847656,198.02219315544474,194.34526433591608,197.43010064284454,166330
2016-01-05,193.64869689941406,197.0270893858751,192.56401386404977,195.6239937621215,289710
2016-01-06,192.90731811523438,194.54428063609998,192.15601932601004,193.8427252700147,183520
2016-01-07,191.76295471191406,193.64869517026187,189.5687321320615,193.64869517026187,313990
2016-01-08,199.0620880126953,203.50029176599742,191.70821499585423,193.84273331020685,775570
2016-01-11,193.3899383544922,198.82325306946225,192.0664384215611,196.96736491390882,684410
2016-01-12,194.79310607910156,196.5395318890992,193.05166068631266,194.93740152036546,226260
2016-01-13,197.77342224121094,198.6242534720565,192.0515313467186,195.04184614269596,524490
2016-01-14,193.937255859375,196.83799884532385,193.54916302930613,196.83303361368598,258440
2016-01-15,189.61846923828125,195.53439827017064,189.0711549633905,194.05169208860508,314070
2016-01-18,182.29446411132812,193.84272793016092,179.51809473644786,193.84272793016092,522450
2016-01-19,183.97622680664062,184.89172760348916,181.6078564769299,184.09563533277827,467500
2016-01-20,184.3195343017578,185.88683188286547,181.50833215713067,181.50833215713067,237260
2016-01-21,183.77220153808594,188.08103573874843,182.80196184567927,184.60311105713,610470
2016-01-22,188.25518798828125,190.17078067998705,184.34440704624097,186.58340794153943,267590
2016-01-25,191.50424194335938,193.9472273397578,188.69303977859337,189.2702062768375,212080
2016-01-27,188.329833984375,193.05163324791326,186.59335407140165,193.05163324791326,288050
2016-01-28,186.4988555908203,191.75802465458818,185.28979849997333,187.08100262578355,344870
2016-01-29,185.25494384765625,188.90203635525316,184.10559116740296,188.01638764094113,644440
2016-02-01,185.44403076171875,188.47414397068718,184.19517594280472,188.47414397068718,430930
2016-02-02,180.92123413085938,187.67805026969924,179.219601830324,187.67805026969924,463500
2016-02-03,186.93661499023438,192.9520605254906,172.65677801669582,180.9112238090337,2513520
2016-02-04,187.1605682373047,190.63351275502453,184.09562306897178,187.27997675548775,930610
